Marca,Modelo,Ano,Tipo_combustivel,Potencia_motor,Cilindros_motor,Tipo_transmissao,Rodas_motrizes,Numero_portas,Tamanho,Estilo,Consumo_estrada_milhas,Consumo_cidade_milhas,Valor($)
Acura,TLX,2016,gasolina premium (recomendada),290.0,6.0,automatico,tracao integral,4.0,medio,seda,31,21,41575
Infiniti,G37 Sedan,2010,gasolina premium (recomendada),328.0,6.0,automatico,tracao traseira,4.0,medio,seda,27,19,33250
Chevrolet,Impala,2016,gasolina comum,195.0,4.0,automatico,tracao dianteira,4.0,grande,seda,31,22,29460
Infiniti,G Sedan,2011,gasolina premium (recomendada),328.0,6.0,automatico,tracao integral,4.0,medio,seda,25,18,41550
Nissan,240SX,1997,gasolina comum,155.0,4.0,manual,tracao traseira,2.0,compacto,cupe,26,19,4182
Suzuki,Verona,2005,gasolina comum,155.0,6.0,automatico,tracao dianteira,4.0,medio,seda,25,18,19349
Cadillac,SRX,2015,gasolina comum,308.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,48920
BMW,8 Series,1997,gasolina comum,322.0,12.0,automatico,tracao traseira,2.0,medio,cupe,19,12,7624
Chevrolet,Equinox,2015,gasolina comum,182.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,29,20,33670
Chrysler,TC,1991,gasolina comum,141.0,6.0,automatico,tracao dianteira,2.0,compacto,conversivel,22,16,2000
Honda,Fit,2017,gasolina comum,130.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,37,32,21265
Nissan,Frontier,2017,gasolina comum,261.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,21,15,29170
Volkswagen,Phaeton,2004,gasolina premium (recomendada),335.0,8.0,automatico,tracao integral,4.0,grande,seda,21,14,64600
Acura,MDX,2017,gasolina premium (recomendada),290.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,18,52360
Infiniti,Q50,2016,gasolina premium (obrigatoria),208.0,4.0,automatico,tracao integral,4.0,medio,seda,28,22,35950
Pontiac,Aztek,2003,gasolina comum,185.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,20870
Audi,S4,2016,gasolina premium (obrigatoria),333.0,6.0,manual automatizado,tracao integral,4.0,medio,seda,28,18,56100
Suzuki,SX4,2012,gasolina comum,150.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,30,22,16799
Honda,Ridgeline,2013,gasolina comum,250.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,21,15,35030
Acura,RSX,2006,gasolina comum,155.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,31,22,21225
Cadillac,ATS Coupe,2016,gasolina premium (recomendada),272.0,4.0,automatico,tracao traseira,2.0,compacto,cupe,31,22,37995
Volvo,V60,2017,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,medio,perua,36,25,41750
Nissan,Frontier,2016,gasolina comum,261.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,21,15,34360
Ford,Fusion,2016,gasolina comum,231.0,4.0,automatico,tracao integral,4.0,medio,seda,31,22,33270
Lexus,IS 250 C,2015,gasolina premium (obrigatoria),204.0,6.0,automatico,tracao traseira,2.0,compacto,conversivel,30,21,43360
Pontiac,G8,2008,gasolina comum,256.0,6.0,automatico,tracao traseira,4.0,grande,seda,25,17,26910
Nissan,NX,1992,gasolina comum,140.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,28,20,2000
Cadillac,SRX,2015,gasolina comum,308.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,46030
Land Rover,Range Rover Evoque,2016,gasolina premium (recomendada),240.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,30,21,50475
Cadillac,SRX,2015,gasolina comum,308.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,51730
Ford,E-150,1998,gasolina comum,200.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,17,12,2169
Mazda,2,2013,gasolina comum,100.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,35,29,14720
Toyota,Sequoia,2017,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,17,13,48685
Chrysler,Le Baron,1994,gasolina comum,141.0,6.0,automatico,tracao dianteira,2.0,compacto,conversivel,26,18,2000
GMC,S-15,1990,gasolina comum,160.0,6.0,manual,tracao nas quatro rodas,2.0,compacto,picape cabine simples,19,15,2000
Mazda,3,2015,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,compacto,seda,41,29,16945
Mercedes-Benz,GL-Class,2016,diesel,240.0,6.0,automatico,tracao integral,4.0,grande,SUV 4 portas,26,19,63600
Cadillac,ATS Coupe,2015,gasolina premium (recomendada),272.0,4.0,automatico,tracao integral,2.0,compacto,cupe,29,20,48205
Lincoln,MKC,2017,gasolina comum,240.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,28,21,45475
Hyundai,Excel,1993,gasolina comum,81.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,30,25,2000
Volkswagen,GTI,2012,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,hatchback 2 portas,33,24,25095
Saab,9-3,2010,gasolina premium (recomendada),207.0,4.0,manual,tracao dianteira,2.0,compacto,conversivel,29,20,39990
Mazda,B-Series Truck,2008,gasolina comum,207.0,6.0,manual,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,19,15,22045
Pontiac,Sunbird,1992,gasolina comum,111.0,4.0,manual,tracao dianteira,4.0,compacto,seda,32,22,2000
Suzuki,Aerio,2006,gasolina comum,155.0,4.0,manual,tracao dianteira,4.0,compacto,perua,28,22,14599
Honda,Ridgeline,2017,gasolina comum,280.0,6.0,automatico,tracao integral,4.0,grande,picape cabine dupla,25,18,42870
Acura,Legend,1993,gasolina comum,230.0,6.0,manual,tracao dianteira,2.0,medio,cupe,23,15,2000
Mitsubishi,Diamante,2003,gasolina premium (obrigatoria),205.0,6.0,automatico,tracao dianteira,4.0,medio,seda,23,16,28447
Toyota,Sienna,2016,gasolina comum,266.0,6.0,automatico,tracao integral,4.0,grande,minivan de passageiros,23,16,43040
Kia,Sorento,2017,gasolina comum,290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,25,18,33100
Ford,E-150,1997,gasolina comum,200.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,17,12,2000
Dodge,Ram Cargo,2001,gasolina comum,175.0,6.0,automatico,tracao traseira,3.0,compacto,van de carga,15,13,18695
Kia,Optima Hybrid,2015,gasolina comum,199.0,4.0,automatico,tracao dianteira,4.0,medio,seda,40,36,25990
Nissan,Truck,1997,gasolina comum,134.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine estendida,23,19,2837
Dodge,Caliber,2010,gasolina comum,158.0,4.0,manual,tracao dianteira,4.0,compacto,perua,31,23,18740
Volvo,740,1991,gasolina comum,114.0,4.0,automatico,tracao traseira,4.0,medio,perua,24,18,2000
GMC,Terrain,2017,gasolina comum,182.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,31,21,24070
Toyota,Tundra,2015,flex (gasolina/E85),381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,17,13,35040
Toyota,Tundra,2016,gasolina comum,381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,17,13,34220
Dodge,Dakota,2010,gasolina comum,210.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,20,15,26325
Audi,S3,2016,gasolina premium (obrigatoria),292.0,4.0,manual automatizado,tracao integral,4.0,compacto,seda,31,23,48650
Lincoln,MKX,2017,gasolina comum,303.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,48055
Mercedes-Benz,GLE-Class Coupe,2017,gasolina premium (obrigatoria),362.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,17,69650
Toyota,RAV4 EV,2013,eletrico,,0.0,transmissao direta,tracao dianteira,4.0,medio,SUV 4 portas,74,78,49800
Nissan,Armada,2014,gasolina comum,317.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,19,13,37590
Cadillac,Allante,1993,gasolina comum,295.0,8.0,automatico,tracao dianteira,2.0,compacto,conversivel,20,13,2358
Chevrolet,Silverado 1500 Classic,2007,flex (gasolina/E85),295.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,19,14,30465
Oldsmobile,Cutlass,1997,gasolina comum,155.0,6.0,automatico,tracao dianteira,4.0,medio,seda,26,18,2000
Subaru,XV Crosstrek,2015,gasolina comum,148.0,4.0,manual,tracao integral,4.0,compacto,SUV 4 portas,31,23,21595
Dodge,Charger,2015,gasolina comum,292.0,6.0,automatico,tracao traseira,4.0,grande,seda,31,19,27995
Chevrolet,Silverado 1500,2016,flex (gasolina/E85),285.0,6.0,automatico,tracao nas quatro rodas,2.0,grande,picape cabine simples,22,17,38890
Ford,F-250,1997,gasolina comum,220.0,8.0,manual,tracao traseira,3.0,grande,picape cabine estendida,17,12,3241
Toyota,Tacoma,2016,gasolina comum,278.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,23,18,38180
BMW,5 Series,2015,gasolina premium (obrigatoria),241.0,4.0,automatico,tracao integral,4.0,grande,seda,33,22,52250
Ford,Focus,2017,gasolina comum,123.0,3.0,manual,tracao dianteira,4.0,compacto,seda,42,30,18175
Toyota,Tundra,2017,flex (gasolina/E85),381.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,18,13,46980
Nissan,Altima,2015,gasolina comum,270.0,6.0,automatico,tracao dianteira,4.0,medio,seda,32,22,26450
BMW,2 Series,2016,gasolina premium (obrigatoria),240.0,4.0,manual,tracao traseira,2.0,compacto,cupe,34,22,32850
Chevrolet,TrailBlazer,2009,gasolina comum,285.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,14,33595
Infiniti,M35,2010,gasolina premium (recomendada),303.0,6.0,automatico,tracao traseira,4.0,grande,seda,25,17,45800
GMC,Acadia,2015,gasolina comum,281.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,24,17,42095
Toyota,Sienna,2017,gasolina comum,296.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,27,19,36310
Pontiac,Sunbird,1992,gasolina comum,111.0,4.0,manual,tracao dianteira,4.0,compacto,seda,32,22,2000
Subaru,WRX,2015,gasolina premium (recomendada),268.0,4.0,automatico,tracao integral,4.0,compacto,seda,25,19,29695
Pontiac,Sunfire,2005,gasolina comum,140.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,32,23,10895
Lincoln,Town Car,2011,flex (gasolina/E85),239.0,8.0,automatico,tracao traseira,4.0,grande,seda,24,16,47000
Mitsubishi,Eclipse,2010,gasolina premium (recomendada),265.0,6.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,25,16,28089
Toyota,Tundra,2017,gasolina comum,310.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,18,14,37200
Toyota,Prius,2016,gasolina comum,121.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,50,54,28100
Chevrolet,Uplander,2006,gasolina comum,201.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,23,16,22750
Honda,Element,2009,gasolina comum,166.0,4.0,manual,tracao integral,4.0,compacto,SUV 4 portas,23,18,22785
Chrysler,PT Cruiser,2008,gasolina comum,150.0,4.0,manual,tracao dianteira,2.0,compacto,conversivel,26,21,18430
Honda,Pilot,2017,gasolina comum,280.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,27,20,41670
Nissan,300ZX,1995,gasolina comum,222.0,6.0,manual,tracao traseira,2.0,compacto,cupe,22,17,2702
Ford,Escape,2015,gasolina premium (recomendada),178.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,32,23,25650
Dodge,Dakota,2008,gasolina comum,210.0,6.0,manual,tracao traseira,4.0,compacto,picape cabine estendida,20,16,20470
GMC,Vandura,1994,gasolina comum,200.0,6.0,automatico,tracao traseira,3.0,medio,van de carga,20,15,2000
Ford,Taurus,2016,flex (gasolina/E85),288.0,6.0,automatico,tracao integral,4.0,grande,seda,24,17,36310
Toyota,Pickup,1995,gasolina comum,116.0,4.0,manual,tracao nas quatro rodas,2.0,compacto,picape cabine estendida,20,17,2553
Chevrolet,Silverado 1500,2016,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,2.0,grande,picape cabine simples,24,18,29510
BMW,M,2006,gasolina premium (obrigatoria),330.0,6.0,manual,tracao traseira,2.0,compacto,cupe,22,14,49300
Audi,90,1994,gasolina comum,172.0,6.0,manual,tracao integral,4.0,compacto,seda,22,17,2000
Volkswagen,Jetta,2015,gasolina premium (recomendada),210.0,4.0,automatico,tracao dianteira,4.0,medio,seda,32,24,30380
Lincoln,MKX,2017,gasolina comum,303.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,16,44045
Volvo,960,1997,gasolina comum,181.0,6.0,automatico,tracao traseira,4.0,medio,perua,24,16,2000
Mazda,3,2016,gasolina comum,155.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,41,30,23595
Chrysler,Crossfire,2007,gasolina premium (obrigatoria),215.0,6.0,manual,tracao traseira,2.0,compacto,hatchback 2 portas,23,15,29510
Subaru,Outback,2017,gasolina comum,175.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,32,25,35995
Land Rover,Freelander,2003,gasolina comum,174.0,6.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,19,15,31575
Acura,RDX,2017,gasolina premium (recomendada),279.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,27,19,37070
Chevrolet,Malibu,2015,gasolina comum,196.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,25,23610
Honda,Odyssey,2016,gasolina comum,248.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,28,19,36050
Toyota,Sienna,2016,gasolina comum,266.0,6.0,automatico,tracao dianteira,4.0,grande,minivan de passageiros,25,18,35210
GMC,Sierra 1500 Classic,2007,gasolina comum,195.0,6.0,automatico,tracao nas quatro rodas,2.0,grande,picape cabine simples,17,14,20960
Chevrolet,Silverado 1500,2015,gasolina comum,355.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,22,16,45120
Lexus,RX 450h,2015,gasolina premium (obrigatoria),295.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,30,49020
Ford,F-250,1998,gasolina comum,220.0,8.0,manual,tracao nas quatro rodas,3.0,grande,picape cabine estendida,16,13,3269
Volkswagen,New Beetle,2009,gasolina comum,150.0,5.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,29,20,19390
Infiniti,Q60 Coupe,2015,gasolina premium (recomendada),330.0,6.0,automatico,tracao traseira,2.0,medio,cupe,27,19,49650
Dodge,Ram Pickup 1500,2010,gasolina comum,390.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,18,13,42650
Toyota,Tundra,2017,gasolina comum,381.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,18,13,33430
Plymouth,Voyager,1998,gasolina comum,150.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,24,17,2000
Subaru,Legacy,2016,gasolina comum,175.0,4.0,automatico,tracao integral,4.0,medio,seda,36,26,26845
Audi,allroad,2015,gasolina premium (recomendada),220.0,4.0,automatico,tracao integral,4.0,medio,perua,28,21,49800
Toyota,Previa,1995,gasolina comum,138.0,4.0,automatico,tracao integral,3.0,compacto,minivan de passageiros,19,15,2088
Volkswagen,GTI,2013,gasolina premium (recomendada),200.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,31,21,24200
Nissan,Rogue,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,33,26,23040
Infiniti,G Coupe,2011,gasolina premium (recomendada),330.0,6.0,automatico,tracao traseira,2.0,medio,cupe,27,19,37150
Ford,F-150,2016,flex (gasolina/E85),282.0,6.0,automatico,tracao nas quatro rodas,2.0,grande,picape cabine simples,23,17,35330
Suzuki,Grand Vitara,2011,gasolina comum,166.0,4.0,manual,tracao traseira,4.0,compacto,SUV 4 portas,26,19,19299
GMC,Yukon,2016,gasolina premium (recomendada),420.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,21,15,68325
Volvo,C30,2011,gasolina premium (recomendada),227.0,5.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,29,21,27100
Toyota,4Runner,2015,gasolina comum,270.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,21,17,37825
Honda,Civic del Sol,1997,gasolina comum,160.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,27,23,2410
Toyota,Supra,1996,gasolina comum,320.0,6.0,automatico,tracao traseira,2.0,compacto,cupe,22,16,18255
Nissan,Murano,2016,gasolina comum,260.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,21,38730
Buick,Roadmaster,1994,gasolina comum,260.0,8.0,automatico,tracao traseira,4.0,grande,perua,23,15,2000
Kia,Forte,2016,gasolina comum,201.0,4.0,automatico,tracao dianteira,2.0,compacto,cupe,30,22,21690
Honda,Accord,2017,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,27,23155
Dodge,Dakota,2009,gasolina comum,210.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,18,14,29985
Toyota,Yaris,2017,gasolina comum,106.0,4.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,35,30,16910
Mercedes-Benz,ML55 AMG,2000,gasolina comum,342.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,16,12,5650
Mercedes-Benz,E-Class,2017,gasolina premium (obrigatoria),329.0,6.0,automatico,tracao traseira,2.0,medio,conversivel,29,20,62600
Ford,F-250,1999,gasolina comum,220.0,8.0,manual,tracao nas quatro rodas,4.0,grande,picape cabine estendida,16,12,3572
Mercedes-Benz,E-Class,2017,gasolina premium (obrigatoria),329.0,6.0,automatico,tracao integral,2.0,medio,cupe,28,20,57050
Volkswagen,Routan,2010,gasolina comum,251.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,25,17,36600
Acura,TSX,2014,gasolina premium (recomendada),201.0,4.0,automatico,tracao dianteira,4.0,medio,seda,31,22,30635
Cadillac,Allante,1992,gasolina comum,200.0,8.0,automatico,tracao dianteira,2.0,compacto,conversivel,20,14,2234
Volvo,S60,2016,gasolina comum,250.0,5.0,automatico,tracao integral,4.0,medio,seda,29,20,35650
Lincoln,MKC,2015,gasolina comum,240.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,26,19,35595
Hyundai,Tucson,2016,gasolina comum,175.0,4.0,manual automatizado,tracao integral,4.0,compacto,SUV 4 portas,31,25,25550
Ford,Explorer Sport Trac,2009,gasolina comum,292.0,8.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,19,14,33670
Subaru,Forester,2017,gasolina comum,170.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,32,26,25995
Volkswagen,GTI,2012,gasolina premium (recomendada),200.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,31,21,23995
Volkswagen,New Beetle,2009,gasolina comum,150.0,5.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,29,20,19390
BMW,1 Series,2013,gasolina premium (obrigatoria),230.0,6.0,manual,tracao traseira,2.0,compacto,cupe,28,19,31500
Mercedes-Benz,C-Class,2017,gasolina premium (obrigatoria),241.0,4.0,automatico,tracao traseira,4.0,medio,seda,34,24,41675
Ford,Transit Wagon,2017,gasolina comum,275.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,19,14,38165
Audi,allroad quattro,2004,gasolina comum,250.0,6.0,automatico,tracao integral,4.0,medio,perua,20,15,39950
Cadillac,ATS Coupe,2017,gasolina premium (recomendada),272.0,4.0,automatico,tracao integral,2.0,compacto,cupe,30,22,43395
Acura,TLX,2017,gasolina premium (recomendada),206.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,35,24,35950
Land Rover,Range Rover Evoque,2017,gasolina premium (recomendada),240.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,29,21,51000
Hyundai,Accent,2015,gasolina comum,137.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,38,27,14995
Chevrolet,Silverado 1500,2016,gasolina comum,355.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,22,16,53015
Volkswagen,Rabbit,2008,gasolina comum,170.0,5.0,automatico,tracao dianteira,2.0,compacto,hatchback 2 portas,29,21,16675
Chrysler,Le Baron,1995,gasolina comum,141.0,6.0,automatico,tracao dianteira,2.0,compacto,conversivel,26,18,2000
Dodge,Magnum,2006,gasolina comum,250.0,6.0,automatico,tracao integral,4.0,grande,perua,22,15,29100
Pontiac,G6,2009,gasolina comum,252.0,6.0,automatico,tracao dianteira,2.0,medio,cupe,26,17,28960
Hyundai,Sonata,2016,gasolina comum,178.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,38,28,23725
Suzuki,Forenza,2008,gasolina comum,127.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,28,19,16089
Suzuki,X-90,1998,gasolina comum,95.0,4.0,manual,tracao nas quatro rodas,2.0,compacto,SUV 2 portas,26,22,2000
Chevrolet,Black Diamond Avalanche,2013,flex (gasolina/E85),320.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,21,15,38625
Nissan,Titan,2017,gasolina comum,390.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,21,15,49460
Buick,Lucerne,2009,flex (gasolina/E85),227.0,6.0,automatico,tracao dianteira,4.0,grande,seda,26,17,35770
Dodge,RAM 150,1992,gasolina comum,230.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine estendida,15,12,2000
Ford,Transit Wagon,2016,flex (gasolina/E85),275.0,6.0,automatico,tracao traseira,3.0,grande,van de passageiros,19,14,41030
Ford,E-Series Wagon,2014,flex (gasolina/E85),255.0,8.0,automatico,tracao traseira,3.0,medio,van de passageiros,15,11,36020
Saab,9-4X,2011,gasolina premium (obrigatoria),265.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,25,18,33380
Acura,Integra,2000,gasolina comum,140.0,4.0,manual,tracao dianteira,4.0,compacto,seda,28,22,3222
